table,domain,category,tenant_model,hospital_id,primary_key,fk_count,policy_count,app_file_refs,app_ops,design_provenance,ai_duplication_risk,ai_drift_risk,security_risk,data_integrity_risk,performance_risk,final_verdict,confidence,evidence
pacs_connectors,Radiology,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260524000004_integrations.sql ; 20260524000004_integrations.sql
pacu_assessments,OT,CORE ENTITY,DIRECT hospital_id,YES,id,1,4,2,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260419051932_63da34b5-8e7c-4d6f-a376-3ca9fdfebd53.sql ; 20260419051932_63da34b5-8e7c-4d6f-a376-3ca9fdfebd53.sql
pain_audit_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260601000001_nabh_gap_fill.sql ; 20260601000001_nabh_gap_fill.sql
palliative_care_plans,Other,CORE ENTITY,DIRECT hospital_id,YES,id,5,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260601000001_nabh_gap_fill.sql ; 20260601000001_nabh_gap_fill.sql
panchakarma_schedules,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260330085045_fb5a8164-9b1f-4fbe-b3a4-9e2067eb51a6.sql ; 20260330085045_fb5a8164-9b1f-4fbe-b3a4-9e2067eb51a6.sql
partograph_entries,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260901000008_add_specialty_emr_tables.sql ; 20260901000008_add_specialty_emr_tables.sql
partograph_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,"REVIEW (no app usage, no rows)",LOW,20260328143309_2873fa52-f435-4186-ab79-89dcf13b19da.sql ; 20260510000001_enable_rls_missing_tables.sql
pathology_cases,Other,CORE ENTITY,DIRECT hospital_id,YES,id,6,2,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000040_pathology_cases.sql ; 20261008000040_pathology_cases.sql
patient_abha_profiles,ABDM,CORE ENTITY,DIRECT hospital_id,YES,id,3,2,10,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260525000002_abdm_schema.sql ; 20260525000002_abdm_schema.sql
patient_acquisition,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,4,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329151449_d303bc0e-5b84-434f-97a1-0c8b4b6b10a2.sql ; 20260329151449_d303bc0e-5b84-434f-97a1-0c8b4b6b10a2.sql
patient_ai_context,AI,CORE ENTITY,DIRECT hospital_id,YES,id,0,2,4,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260521000008_patient_ai_context.sql ; 20260521000008_patient_ai_context.sql
patient_consents,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,6,3,8,INSERT|READ|DELETE,EVOLVED DESIGN,LOW,LOW,LOW,MEDIUM,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260327060326_858e214b-5560-42f4-84d3-f4f25df9a3fc.sql ; 20260327060326_858e214b-5560-42f4-84d3-f4f25df9a3fc.sql
patient_documents,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,3,3,4,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260328142543_cc0a9a2f-04cc-4abc-a4dc-05d7e8919ab0.sql ; 20260328142543_cc0a9a2f-04cc-4abc-a4dc-05d7e8919ab0.sql
patient_encounter_templates,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,4,3,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,"REVIEW (no app usage, no rows)",LOW,20260501145300_v9_emr_procurement_foundation.sql ; 20260501145300_v9_emr_procurement_foundation.sql
patient_feedback,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,4,3,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260326094517_8e6560cd-e8fa-4a31-b58b-80b3dd5a2e8a.sql ; 20260326094517_8e6560cd-e8fa-4a31-b58b-80b3dd5a2e8a.sql
patient_history_digests,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,3,UPDATE|READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261013000010_patient_history_ingest.sql ; 20261013000010_patient_history_ingest.sql
patient_history_ingest_jobs,Patient,INTEGRATION,DIRECT hospital_id,YES,id,4,1,3,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261013000010_patient_history_ingest.sql ; 20261013000010_patient_history_ingest.sql
patient_history_source_chunks,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,2,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261013000010_patient_history_ingest.sql ; 20261013000010_patient_history_ingest.sql
patient_history_sources,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,3,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261013000010_patient_history_ingest.sql ; 20261013000010_patient_history_ingest.sql
patient_portal_sessions,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,2,6,1,READ|INSERT|UPDATE,PATCHED DESIGN (repeated policy rewrites),LOW,LOW,CRITICAL,LOW,MEDIUM,KEEP + MODIFY (fix RLS),HIGH,20260326094517_8e6560cd-e8fa-4a31-b58b-80b3dd5a2e8a.sql ; 20260326094517_8e6560cd-e8fa-4a31-b58b-80b3dd5a2e8a.sql
patient_rights_acknowledgements,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329152029_67617faf-05e8-4ea7-ba64-db5c0add3929.sql ; 20260329152029_67617faf-05e8-4ea7-ba64-db5c0add3929.sql
patient_segments,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260329151449_d303bc0e-5b84-434f-97a1-0c8b4b6b10a2.sql ; 20260329151449_d303bc0e-5b84-434f-97a1-0c8b4b6b10a2.sql
patient_template_responses,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,2,3,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,"REVIEW (no app usage, no rows)",LOW,20260501145300_v9_emr_procurement_foundation.sql ; 20260501145300_v9_emr_procurement_foundation.sql
patient_voice_sessions,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,0,2,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260521000006_patient_voice.sql ; 20260521000006_patient_voice.sql
patients,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,1,2,127,READ|INSERT|UPDATE|DELETE,EVOLVED DESIGN (heavy column accretion),LOW,MEDIUM,LOW,LOW,LOW,KEEP,MEDIUM,20260321162749_5754cd97-c837-4c8f-a419-b2dd4b7f66f5.sql ; 20260322095145_2f127eea-e6c2-408b-b1ea-c30530c596b2.sql
payer_masters,Insurance,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,7,READ|UPDATE|INSERT|DELETE,INTENTIONAL DESIGN,LOW,MEDIUM,LOW,LOW,LOW,KEEP,MEDIUM,20260531000006_rcm_gaps.sql ; 20260531000006_rcm_gaps.sql
payment_links,Payments,CORE ENTITY,DIRECT hospital_id,YES,id,4,3,5,INSERT|READ|UPDATE,DUPLICATED DESIGN (multiple CREATE TABLE),HIGH,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329070823_5e47e3bf-e6fb-4984-a526-620c1df6a340.sql ; 20260329070823_5e47e3bf-e6fb-4984-a526-620c1df6a340.sql
payroll_hooks,Payroll,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260524000006_hr_attendance_payroll.sql ; 20260524000006_hr_attendance_payroll.sql
payroll_items,Payroll,JUNCTION,DIRECT hospital_id,YES,id,3,2,3,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260324074851_6d19abcc-8170-45ce-bed5-2a0f5a9b351f.sql ; 20260324074851_6d19abcc-8170-45ce-bed5-2a0f5a9b351f.sql
payroll_runs,Payroll,CORE ENTITY,DIRECT hospital_id,YES,id,3,3,5,READ|INSERT|UPDATE,DUPLICATED DESIGN (multiple CREATE TABLE),HIGH,MEDIUM,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260324074851_6d19abcc-8170-45ce-bed5-2a0f5a9b351f.sql ; 20260324074851_6d19abcc-8170-45ce-bed5-2a0f5a9b351f.sql
payslips,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,4,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260531000003_payroll_engine.sql ; 20260531000003_payroll_engine.sql
pcpndt_form_f,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,3,7,INSERT|UPDATE|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260322161647_ebcce498-65ae-4af4-9a4e-c13bca9f1026.sql ; 20260322161647_ebcce498-65ae-4af4-9a4e-c13bca9f1026.sql
pcpndt_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,5,1,4,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260908000005_pcpndt_records.sql ; 20260908000005_pcpndt_records.sql
pcpndt_settings,Other,CONFIGURATION,DIRECT hospital_id,YES,id,1,1,6,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260908000005_pcpndt_records.sql ; 20260908000005_pcpndt_records.sql
performance_appraisals,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260601000001_nabh_gap_fill.sql ; 20260601000001_nabh_gap_fill.sql
periodontal_charts,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,2,1,INSERT,DUPLICATED DESIGN (multiple CREATE TABLE),HIGH,MEDIUM,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260330083551_91e31bcb-a645-474e-89f4-3350b3322a58.sql ; 20260330083551_91e31bcb-a645-474e-89f4-3350b3322a58.sql
pharmacy_dispensing,Pharmacy,CORE ENTITY,DIRECT hospital_id,YES,id,6,4,18,READ|UPDATE|INSERT,EVOLVED DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260322164553_2b762a05-eb92-4336-b395-713f47d68f9c.sql ; 20260327054836_f05f22b3-c4ab-4ae2-bd2b-cbe28307151f.sql
pharmacy_dispensing_items,Pharmacy,JUNCTION,DIRECT hospital_id,YES,id,8,3,13,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260322164553_2b762a05-eb92-4336-b395-713f47d68f9c.sql ; 20260510000001_enable_rls_missing_tables.sql
pharmacy_return_audit,Audit/Compliance,AUDIT,DIRECT hospital_id,YES,id,7,1,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260908000014_pharmacy_store_returns.sql ; 20260908000014_pharmacy_store_returns.sql
pharmacy_stock_alerts,Pharmacy,CORE ENTITY,DIRECT hospital_id,YES,id,4,4,3,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260322164553_2b762a05-eb92-4336-b395-713f47d68f9c.sql ; 20260518000006_rls_missing_tables.sql
pharmacy_supplier_returns,Pharmacy,CORE ENTITY,DIRECT hospital_id,YES,id,4,3,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000047_pharmacy_supplier_returns.sql ; 20261008000047_pharmacy_supplier_returns.sql
pharmacy_waste_disposal,Pharmacy,CORE ENTITY,DIRECT hospital_id,YES,id,4,2,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000054_pharmacy_waste_disposal.sql ; 20261008000054_pharmacy_waste_disposal.sql
phi_access_audit,Audit/Compliance,AUDIT,DIRECT hospital_id,YES,id,2,4,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260628000003_phi_access_audit.sql ; 20260628000003_phi_access_audit.sql
phi_backfill_log,Audit/Compliance,AUDIT,DIRECT hospital_id,YES,id,1,2,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260628000001_phi_encryption_keys.sql ; 20260628000001_phi_encryption_keys.sql
phi_encryption_keys,Audit/Compliance,CORE ENTITY,hospital_id present but UNUSED by RLS,YES,id,1,1,2,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,HIGH,LOW,LOW,KEEP + MODIFY (tenant guard),HIGH,20260628000001_phi_encryption_keys.sql ; 20260628000001_phi_encryption_keys.sql
physio_equipment_bookings,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329152758_bd6673df-fdba-4c2a-9ede-4f52db1a0c84.sql ; 20260329152758_bd6673df-fdba-4c2a-9ede-4f52db1a0c84.sql
physio_referrals,Other,CORE ENTITY,DIRECT hospital_id,YES,id,6,1,3,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260329152758_bd6673df-fdba-4c2a-9ede-4f52db1a0c84.sql ; 20260329152758_bd6673df-fdba-4c2a-9ede-4f52db1a0c84.sql
physio_sessions,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260329152758_bd6673df-fdba-4c2a-9ede-4f52db1a0c84.sql ; 20260329152758_bd6673df-fdba-4c2a-9ede-4f52db1a0c84.sql
plan_features,Platform,PLATFORM,DERIVED via subscription_plans,NO,id,1,3,6,READ|INSERT,PATCHED DESIGN (repeated policy rewrites),LOW,LOW,CRITICAL,LOW,LOW,KEEP + MODIFY (fix RLS),HIGH,20260601150001_aumrti_control_plane.sql ; 20260601150001_aumrti_control_plane.sql
platform_ai_keys,AI,PLATFORM,GLOBAL / non-tenant,NO,id,0,2,8,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261006000000_global_ai_config.sql ; 20261006000000_global_ai_config.sql
platform_ai_provider_config,AI,CONFIGURATION,GLOBAL / non-tenant,NO,id,0,5,3,READ|UPDATE|INSERT,PATCHED DESIGN (repeated policy rewrites),LOW,LOW,CRITICAL,LOW,LOW,KEEP + MODIFY (fix RLS),HIGH,20261006000000_global_ai_config.sql ; 20261006000000_global_ai_config.sql
platform_billing_settings,Platform,CONFIGURATION,GLOBAL / non-tenant,NO,id,0,2,4,INSERT|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261008000154_platform_billing_v2.sql ; 20261008000154_platform_billing_v2.sql
platform_feature_flag_overrides,Platform,PLATFORM,DIRECT hospital_id,YES,id,2,2,1,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000110_platform_feature_flags.sql ; 20261008000110_platform_feature_flags.sql
platform_feature_flags,Platform,PLATFORM,DERIVED via users,NO,id,1,2,1,READ|INSERT|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,CRITICAL,LOW,MEDIUM,KEEP + MODIFY (fix RLS),HIGH,20261008000110_platform_feature_flags.sql ; 20261008000110_platform_feature_flags.sql
platform_incident_updates,Platform,PLATFORM,DERIVED via users/platform_incidents,NO,id,2,2,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,CRITICAL,LOW,MEDIUM,KEEP + MODIFY (fix RLS),HIGH,20261008000103_platform_incidents.sql ; 20261008000103_platform_incidents.sql
platform_incidents,Platform,PLATFORM,DERIVED via users,NO,id,1,2,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,CRITICAL,LOW,MEDIUM,KEEP + MODIFY (fix RLS),HIGH,20261008000103_platform_incidents.sql ; 20261008000103_platform_incidents.sql
platform_metrics_registry,Platform,PLATFORM,GLOBAL / non-tenant,NO,id,0,2,1,READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261008000117_platform_metrics_registry.sql ; 20261008000117_platform_metrics_registry.sql
platform_onboarding_tours,Platform,PLATFORM,GLOBAL / non-tenant,NO,id,0,2,2,READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261008000112_onboarding_tours.sql ; 20261008000112_onboarding_tours.sql
platform_settings,Platform,CONFIGURATION,GLOBAL / non-tenant,NO,id,0,1,4,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261003000003_platform_settings.sql ; 20261003000003_platform_settings.sql
platform_support_tickets,Platform,PLATFORM,DIRECT hospital_id,YES,id,4,1,3,READ|INSERT|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000111_platform_support_tickets.sql ; 20261008000111_platform_support_tickets.sql
platform_training_videos,Platform,PLATFORM,GLOBAL / non-tenant,NO,id,0,2,3,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261008000114_platform_training_videos.sql ; 20261008000114_platform_training_videos.sql
pm_schedules,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,5,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329082735_9bc536a7-52f4-4887-8826-8c9555012e77.sql ; 20260329082735_9bc536a7-52f4-4887-8826-8c9555012e77.sql
pmjay_claims,PM-JAY,CORE ENTITY,DIRECT hospital_id,YES,id,6,1,6,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260329063511_1963ad63-bfbd-458c-b038-ebbee8ae482b.sql ; 20260329063511_1963ad63-bfbd-458c-b038-ebbee8ae482b.sql
pmjay_package_master,PM-JAY,REFERENCE,DIRECT hospital_id,YES,id,1,1,1,READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260531000006_rcm_gaps.sql ; 20260531000006_rcm_gaps.sql
pmjay_packages,PM-JAY,CORE ENTITY,DIRECT hospital_id,YES,id,2,3,3,READ|INSERT,DUPLICATED DESIGN (multiple CREATE TABLE),HIGH,MEDIUM,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329063511_1963ad63-bfbd-458c-b038-ebbee8ae482b.sql ; 20260329063511_1963ad63-bfbd-458c-b038-ebbee8ae482b.sql
pmjay_preauth_requests,PM-JAY,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,"REVIEW (no app usage, no rows)",LOW,20260901000005_add_pmjay_tables.sql ; 20260901000005_add_pmjay_tables.sql
po_approval_rules,Other,CONFIGURATION,DIRECT hospital_id,YES,id,1,1,1,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261008000076_po_approval_costcentre.sql ; 20261008000076_po_approval_costcentre.sql
po_items,Other,JUNCTION,DIRECT hospital_id,YES,id,3,4,4,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260324080900_880106fb-2a83-4c42-aec2-012df6887a7a.sql ; 20260518000006_rls_missing_tables.sql
portal_chat_messages,Patient,CORE ENTITY,hospital_id present but UNUSED by RLS,YES,id,2,1,1,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,HIGH,LOW,MEDIUM,KEEP + MODIFY (tenant guard),HIGH,20261003000001_phase6c_ai_bots.sql ; 20261003000001_phase6c_ai_bots.sql
prakriti_assessments,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260330085045_fb5a8164-9b1f-4fbe-b3a4-9e2067eb51a6.sql ; 20260330085045_fb5a8164-9b1f-4fbe-b3a4-9e2067eb51a6.sql
pre_auth_requests,Insurance,CORE ENTITY,DIRECT hospital_id,YES,id,6,1,3,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260329063511_1963ad63-bfbd-458c-b038-ebbee8ae482b.sql ; 20260329063511_1963ad63-bfbd-458c-b038-ebbee8ae482b.sql
prescriptions,Pharmacy,CORE ENTITY,DIRECT hospital_id,YES,id,5,2,23,INSERT|UPDATE|READ,EVOLVED DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260322095145_2f127eea-e6c2-408b-b1ea-c30530c596b2.sql ; 20260322095145_2f127eea-e6c2-408b-b1ea-c30530c596b2.sql
preventive_screenings,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260509100001_nabh_preventive_screenings.sql ; 20260509100001_nabh_preventive_screenings.sql
procurement_recommendations,Procurement,CORE ENTITY,DIRECT hospital_id,YES,id,2,3,2,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260501145300_v9_emr_procurement_foundation.sql ; 20260501145300_v9_emr_procurement_foundation.sql
product_analytics_events,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,2,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000125_product_analytics_events.sql ; 20261008000125_product_analytics_events.sql
product_modes,Other,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,3,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,MEDIUM,LOW,LOW,LOW,KEEP,MEDIUM,20260524000005_product_modes.sql ; 20260524000005_product_modes.sql
prom_prem_surveys,Patient,CORE ENTITY,DIRECT hospital_id,YES,id,2,3,3,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260509100006_nabh_prom_prem.sql ; 20260509100006_nabh_prom_prem.sql
prompt_registry,AI,CORE ENTITY,DERIVED via users,NO,id,1,2,8,READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260622000009_add_prompt_registry.sql ; 20260622000009_add_prompt_registry.sql
psychometric_assessments,Other,CORE ENTITY,DIRECT hospital_id,YES,id,1,2,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260521000003_mental_health.sql ; 20260521000003_mental_health.sql
purchase_orders,Procurement,CORE ENTITY,DIRECT hospital_id,YES,id,6,3,5,READ|UPDATE|INSERT,EVOLVED DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260324080900_880106fb-2a83-4c42-aec2-012df6887a7a.sql ; 20260510000001_enable_rls_missing_tables.sql
purchase_requisitions,Procurement,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,UPDATE|READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000074_procurement_rfq.sql
push_notifications,Notifications,CORE ENTITY,DIRECT hospital_id,YES,id,2,2,2,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260910000012_mobile_fcm_tokens.sql ; 20260910000012_mobile_fcm_tokens.sql
qi_cycles,Other,CORE ENTITY,DERIVED via qi_projects,NO,id,1,1,1,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260909000004_clinical_audits_qi.sql ; 20260909000004_clinical_audits_qi.sql
qi_projects,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,2,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260909000004_clinical_audits_qi.sql ; 20260909000004_clinical_audits_qi.sql
quality_indicator_definitions,Quality/NABH,REFERENCE,GLOBAL / non-tenant,NO,indicator_code,0,2,2,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,CRITICAL,LOW,LOW,KEEP + MODIFY (fix RLS),HIGH,20261011000010_quality_indicator_schema.sql ; 20261011000010_quality_indicator_schema.sql
quality_indicator_overrides,Quality/NABH,CORE ENTITY,DIRECT hospital_id,YES,id,3,2,1,READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261011000010_quality_indicator_schema.sql ; 20261011000010_quality_indicator_schema.sql
quality_indicators,Quality/NABH,CORE ENTITY,DIRECT hospital_id,YES,id,1,2,4,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260324133145_ee0f767c-dfb1-49f0-acbb-d8ea9ea4a8ae.sql ; 20260324133145_ee0f767c-dfb1-49f0-acbb-d8ea9ea4a8ae.sql
queue_state,OPD,CORE ENTITY,DIRECT hospital_id,YES,id,5,2,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,CRITICAL,LOW,HIGH,KEEP + MODIFY (fix RLS),HIGH,20260524000001_queue_state_tv_settings.sql ; 20260524000001_queue_state_tv_settings.sql
